event_name,event_lat,event_lon,stop_id,stop_name,stop_lat,stop_lon,distance
Aoife Dunne - Good Grief,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
Aoife Dunne : Good Grief,53.7992862,-9.5241987,8490B5557101,Westport,53.798649,-9.520623,0.003632031708285657
Aoife Dunne: Good Grief,53.344278,-6.266111,8220DB001934,Dame Street,53.344118,-6.265525,0.0006074504094990528
Aoife Dunne: Good Grief,51.90139749999999,-8.4683464,8370B11054,Cork Saint Patrick's Quay,51.900672,-8.467164,0.001387234662910364
Aoife Dunne: Good Grief,53.2761611,-9.0540556,8460B5230201,Saint Francis Street,53.27531,-9.053806,0.0008869449644760796
Aoife Dunne - Good Grief,52.65304210000001,-7.2484311,8270CD10286,John Street Lower,52.653417,-7.248177,0.0004528982446340518
Leopardstown Christmas Festival - Savills Chase Day,53.26553639999999,-6.1954455,8250DB008295,Ballyogan Avenue,53.259413,-6.194001,0.006291471037032928
Trygve Seim & Tord Gustavsen: Inner Chorals,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363891
Music Network present the Shuteen Erdenebaatar Quartet,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363891
Nils Petter Molvær Group,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363891
Marc Copland Quartet feat Robin Verheyen,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363891
Solas Quartet: Spring String Quartet Series 2026,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363891
Rockathon,53.4842453,-6.467504,8310B1014101,Fairyhouse,53.485032,-6.473666,0.006212015847532566
James Joyce Walking Tour,53.3541941,-6.259980499999999,8220DB006071,Parnell Street,53.353091,-6.260114,0.0011111488919149615
Cavan Arts Festival,53.991125,-7.3621779,8520B141471,Cavan Bus Station,53.990218,-7.363086,0.001283469754219671
Killeshandra Camino Calling,54.0135181,-7.529661299999999,8520B557461,Killeshandra,54.013891,-7.528225,0.0014839178211743646
Irish Chili Festival,51.89894839999999,-8.451922099999999,8370B248131,Centre Park Road,51.897536,-8.453139,0.0018643281282974746
Brendan Kelly Band,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.00921383106096789
Philomena Begley & Ray Lynam,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.00921383106096789
The Piano Man,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.00921383106096789
Legends Of The 60's Show,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.00921383106096789
Legends of American Country Show,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.00921383106096789
The Ultimate Bubble Show,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.00921383106096789
The Love Hungry Farmer,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.00921383106096789
Don Baker – My Story Tour 2026,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.00921383106096789
Artist-Initiated Projects 2026,53.3389205,-6.2745307,8220DB002312,Saint Luke's Avenue,53.338879,-6.275484,0.0009542028819910499
Elinor O’Donovan: Winter Sun,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363891
Fishamble presents SILENT by Pat Kinevane,53.2883772,-6.372191,8230DB004647,Belgard Square North,53.290058,-6.371532,0.0018053724380327658
The King of All Birds,53.2883772,-6.372191,8230DB004647,Belgard Square North,53.290058,-6.371532,0.0018053724380327658
Simon Yates – Pleasure & Pain,53.2883772,-6.372191,8230DB004647,Belgard Square North,53.290058,-6.371532,0.0018053724380327658
Cork Comic Con 2026,51.89894839999999,-8.451922099999999,8370B248131,Centre Park Road,51.897536,-8.453139,0.0018643281282974746
Bealtaine Fire Festival 2026,53.4871893,-7.564556000000001,8330B598131,Killare,53.484504,-7.579546,0.01522862226499584
Cape Clear Island Races,51.4387985,-9.4922606,8380B215571,Meenvane,51.52801,-9.54251,0.10238991128334302
Daily Lough Ree & River Shannon Cruise,53.4233926,-7.9423094,8330B5546201,Castle Street,53.4226641777525,-7.94257368074834,0.0007748827553849192
Nourish & Flow Festival,53.0165403,-7.117371299999999,8280PB001384,Stradbally,53.01301,-7.145136,0.027988240105087686
The Drifter Tribute Show,51.63319070000001,-8.6994987,8380B2303101,Courtmacsherry,51.635306,-8.710628,0.011328539737317286
The House Must Win,51.90139749999999,-8.4683464,8370B11054,Cork Saint Patrick's Quay,51.900672,-8.467164,0.001387234662910364
The Skellig Coast Dark Skies Cruise by Starlight Sea Cruise,51.9256611,-10.2909282,8390LL10839,Knightstown,51.92648,-10.28781,0.003223936793734365
Tuesdays with Morrie,51.90139749999999,-8.4683464,8370B11054,Cork Saint Patrick's Quay,51.900672,-8.467164,0.001387234662910364
Tullamore TradFest,53.2752768,-7.4924439,832000073,High Street,53.274255,-7.492,0.0011140567534947616
Van Gogh - An Immersive Journey,53.3492451,-6.2275447,8220DB007399,The Point,53.348493,-6.226864,0.0010143997732648712
Wander Wild Festival 2026,52.02099,-9.50664,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.023388717163966302
Zog,51.9012982,-8.4684555,8370B299001,Merchants Quay,51.899985,-8.468247,0.0013296490100758549
Waterford Festival of Food 2026,52.0932368,-7.6304404,8450B356171,Dungarvan,52.0917365754635,-7.62110225140137,0.0094578905105742
Art for the Heart Doneraile Arts Festival 2026,52.2162916,-8.583008,8380B235741,Doneraile,52.216025,-8.585401,0.0024078049256524695
Spraoi International Street Arts Festival 2026,52.2572983,-7.1115235,8440B352271,John Street,52.2570082869854,-7.11123375130605,0.0004099534781928397
Viking History & Celtic Mythology Walking Tour of Athlone,53.4233926,-7.9423094,8330B5546201,Castle Street,53.4226641777525,-7.94257368074834,0.0007748827553849192
Mothers of Newbridge,53.4866405,-6.1680106,8240DB003745,Newbridge Demesne,53.480218,-6.163471,0.007864888709319742
"Little Baker, Big Baker",53.4866405,-6.1680106,8240DB003745,Newbridge Demesne,53.480218,-6.163471,0.007864888709319742
The 30+ Club,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
The Piano Man,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
Jason Byrne - Head in The Clouds,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
Damien Dempsey,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
Effie Neill Dance,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
Gavin Gribben Dance,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
John McNicholl Dance,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
Shawn Cuddy Dance,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
David James Dance,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
Robert Mizzell Dance,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
An Intimate Evening with Paul Young,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659756
