stop_id,reachable_15min,reachable_30min,reachable_45min,stop_lat,stop_lon,reachable_15min_norm,reachable_30min_norm,reachable_45min_norm,cluster
8220DB000008,36,488,1388,53.353272,-6.265184,0.1756097560975609,0.3337893296853625,0.3897781522044369,0
8220DB000008,36,488,1388,53.353272,-6.265184,0.1756097560975609,0.3337893296853625,0.3897781522044369,0
8220DB000010,63,603,1494,53.3533921036473,-6.26538912389954,0.3073170731707317,0.4124487004103967,0.4195450716090985,0
8220DB000010,63,603,1494,53.3533921036473,-6.26538912389954,0.3073170731707317,0.4124487004103967,0.4195450716090985,0
8220DB000011,67,670,1576,53.3568152335295,-6.26467919507526,0.3268292682926829,0.4582763337893297,0.4425723111485538,0
8220DB000011,67,670,1576,53.3568152335295,-6.26467919507526,0.3268292682926829,0.4582763337893297,0.4425723111485538,0
8220DB000012,71,688,1595,53.357107,-6.264382,0.3463414634146341,0.4705882352941176,0.4479078910418422,0
8220DB000012,71,688,1595,53.357107,-6.264382,0.3463414634146341,0.4705882352941176,0.4479078910418422,0
8220DB000014,93,750,1663,53.358531,-6.262777,0.4536585365853658,0.5129958960328317,0.467003650659927,0
8220DB000014,93,750,1663,53.358531,-6.262777,0.4536585365853658,0.5129958960328317,0.467003650659927,0
8220DB000015,83,629,1567,53.360267,-6.260978,0.4048780487804878,0.4302325581395348,0.4400449311991014,0
8220DB000015,83,629,1567,53.360267,-6.260978,0.4048780487804878,0.4302325581395348,0.4400449311991014,0
8220DB000016,82,524,1680,53.36644,-6.30565,0.4,0.3584131326949384,0.4717775905644482,0
8220DB000016,82,524,1680,53.36644,-6.30565,0.4,0.3584131326949384,0.4717775905644482,0
8220DB000017,52,465,1231,53.363078,-6.258399,0.2536585365853658,0.3180574555403557,0.3456894130862117,0
8220DB000017,52,465,1231,53.363078,-6.258399,0.2536585365853658,0.3180574555403557,0.3456894130862117,0
8220DB000018,63,511,1297,53.365856,-6.255957,0.3073170731707317,0.3495212038303693,0.3642235327155293,0
8220DB000018,63,511,1297,53.365856,-6.255957,0.3073170731707317,0.3495212038303693,0.3642235327155293,0
8220DB000019,68,538,1325,53.367235,-6.2556,0.3317073170731707,0.3679890560875513,0.3720864925582701,0
8220DB000019,68,538,1325,53.367235,-6.2556,0.3317073170731707,0.3679890560875513,0.3720864925582701,0
8220DB000021,85,593,1419,53.370101,-6.254311,0.4146341463414634,0.405608755129959,0.3984835720303286,0
8220DB000021,85,593,1419,53.370101,-6.254311,0.4146341463414634,0.405608755129959,0.3984835720303286,0
8220DB000022,36,291,1161,53.3735036097406,-6.25280375269006,0.1756097560975609,0.1990424076607387,0.3260320134793597,3
8220DB000022,36,291,1161,53.3735036097406,-6.25280375269006,0.1756097560975609,0.1990424076607387,0.3260320134793597,3
8220DB000023,40,321,1211,53.3742282800791,-6.256261004167,0.1951219512195122,0.2195622435020519,0.3400730131985397,3
8220DB000023,40,321,1211,53.3742282800791,-6.256261004167,0.1951219512195122,0.2195622435020519,0.3400730131985397,3
8220DB000024,45,355,1270,53.3751331588841,-6.26037234812319,0.2195121951219512,0.2428180574555403,0.3566413928671721,3
8220DB000024,45,355,1270,53.3751331588841,-6.26037234812319,0.2195121951219512,0.2428180574555403,0.3566413928671721,3
8220DB000025,52,395,1359,53.3758994661474,-6.26361773641709,0.2536585365853658,0.2701778385772914,0.3816343723673125,0
8220DB000025,52,395,1359,53.3758994661474,-6.26361773641709,0.2536585365853658,0.2701778385772914,0.3816343723673125,0
8220DB000027,73,509,1548,53.3794389600107,-6.26658526126003,0.3560975609756097,0.3481532147742818,0.4347093513058129,0
8220DB000027,73,509,1548,53.3794389600107,-6.26658526126003,0.3560975609756097,0.3481532147742818,0.4347093513058129,0
8220DB000028,80,548,1622,53.381578637628,-6.26600227077738,0.3902439024390244,0.3748290013679891,0.4554900308901994,0
8220DB000028,80,548,1622,53.381578637628,-6.26600227077738,0.3902439024390244,0.3748290013679891,0.4554900308901994,0
8220DB000029,85,595,1688,53.3834882529457,-6.26566910125417,0.4146341463414634,0.4069767441860465,0.4740241505195169,0
8220DB000029,85,595,1688,53.3834882529457,-6.26566910125417,0.4146341463414634,0.4069767441860465,0.4740241505195169,0
8220DB000030,16,139,1064,53.370331900193,-6.30460116922913,0.0780487804878048,0.0950752393980848,0.2987924740241505,3
8220DB000030,16,139,1064,53.370331900193,-6.30460116922913,0.0780487804878048,0.0950752393980848,0.2987924740241505,3
8220DB000031,81,568,1671,53.3860332259144,-6.268858077275,0.3951219512195122,0.3885088919288645,0.4692502106149958,0
8220DB000031,81,568,1671,53.3860332259144,-6.268858077275,0.3951219512195122,0.3885088919288645,0.4692502106149958,0
8220DB000032,88,602,1715,53.3861955680738,-6.2713772010414,0.4292682926829268,0.4117647058823529,0.4816062903678741,0
8220DB000032,88,602,1715,53.3861955680738,-6.2713772010414,0.4292682926829268,0.4117647058823529,0.4816062903678741,0
8220DB000033,82,634,1789,53.3887179243058,-6.27177114122451,0.4,0.4336525307797537,0.5023869699522606,0
8220DB000033,82,634,1789,53.3887179243058,-6.27177114122451,0.4,0.4336525307797537,0.5023869699522606,0
8220DB000035,39,323,1527,53.3862067871013,-6.270910692541,0.1902439024390244,0.2209302325581395,0.4288121314237573,3
8220DB000035,39,323,1527,53.3862067871013,-6.270910692541,0.1902439024390244,0.2209302325581395,0.4288121314237573,3
8220DB000036,44,368,1631,53.386126850411,-6.26787706978339,0.2146341463414634,0.2517099863201094,0.4580174108396518,0
8220DB000036,44,368,1631,53.386126850411,-6.26787706978339,0.2146341463414634,0.2517099863201094,0.4580174108396518,0
8220DB000037,50,437,1790,53.385346401194,-6.26488698131794,0.2439024390243902,0.2989056087551299,0.5026677899466442,0
8220DB000037,50,437,1790,53.385346401194,-6.26488698131794,0.2439024390243902,0.2989056087551299,0.5026677899466442,0
8220DB000038,54,482,1917,53.3822365941636,-6.26550952120506,0.2634146341463415,0.3296853625170998,0.5383319292333614,0
8220DB000038,54,482,1917,53.3822365941636,-6.26550952120506,0.2634146341463415,0.3296853625170998,0.5383319292333614,0
8220DB000039,62,517,1989,53.3804141869323,-6.26565875906589,0.3024390243902439,0.353625170998632,0.5585509688289806,0
8220DB000039,62,517,1989,53.3804141869323,-6.26565875906589,0.3024390243902439,0.353625170998632,0.5585509688289806,0
8220DB000040,46,375,1878,53.3766607654507,-6.26466896852794,0.224390243902439,0.2564979480164158,0.527379949452401,0
8220DB000040,46,375,1878,53.3766607654507,-6.26466896852794,0.224390243902439,0.2564979480164158,0.527379949452401,0
8220DB000041,24,348,1899,53.3755592683258,-6.26185800624669,0.1170731707317073,0.2380300957592339,0.5332771693344566,0
8220DB000041,24,348,1899,53.3755592683258,-6.26185800624669,0.1170731707317073,0.2380300957592339,0.5332771693344566,0
8220DB000042,30,401,2040,53.3746502734575,-6.25746118972134,0.1463414634146341,0.274281805745554,0.5728727885425442,0
8220DB000042,30,401,2040,53.3746502734575,-6.25746118972134,0.1463414634146341,0.274281805745554,0.5728727885425442,0
8220DB000043,33,486,2216,53.3738612202267,-6.25390131043392,0.1609756097560975,0.332421340629275,0.6222971075540579,0
8220DB000043,33,486,2216,53.3738612202267,-6.25390131043392,0.1609756097560975,0.332421340629275,0.6222971075540579,0
8220DB000044,39,552,2326,53.373017,-6.252132,0.1902439024390244,0.3775649794801641,0.6531873069362538,0
8220DB000044,39,552,2326,53.373017,-6.252132,0.1902439024390244,0.3775649794801641,0.6531873069362538,0
8220DB000045,53,691,2570,53.369936,-6.254107,0.2585365853658536,0.472640218878249,0.7217073855658523,2
8220DB000045,53,691,2570,53.369936,-6.254107,0.2585365853658536,0.472640218878249,0.7217073855658523,2
8220DB000046,70,812,2767,53.367131,-6.255259,0.3414634146341463,0.5554035567715458,0.7770289244594215,2
8220DB000046,70,812,2767,53.367131,-6.255259,0.3414634146341463,0.5554035567715458,0.7770289244594215,2
8220DB000047,94,988,3010,53.363916,-6.257298,0.4585365853658537,0.6757865937072504,0.8452681830946364,2
8220DB000047,94,988,3010,53.363916,-6.257298,0.4585365853658537,0.6757865937072504,0.8452681830946364,2
8220DB000048,88,969,2979,53.362257,-6.258808,0.4292682926829268,0.6627906976744186,0.8365627632687447,2
8220DB000048,88,969,2979,53.362257,-6.258808,0.4292682926829268,0.6627906976744186,0.8365627632687447,2
8220DB000049,92,1016,3034,53.360004,-6.260853,0.448780487804878,0.6949384404924761,0.8520078629598428,2
8220DB000049,92,1016,3034,53.360004,-6.260853,0.448780487804878,0.6949384404924761,0.8520078629598428,2
8220DB000051,127,1196,3236,53.35781,-6.263272,0.6195121951219512,0.8180574555403557,0.90873350182533,2
8220DB000051,127,1196,3236,53.35781,-6.263272,0.6195121951219512,0.8180574555403557,0.90873350182533,2
8220DB000052,81,819,2998,53.356661,-6.264565,0.3951219512195122,0.5601915184678523,0.8418983431620332,2
8220DB000052,81,819,2998,53.356661,-6.264565,0.3951219512195122,0.5601915184678523,0.8418983431620332,2
8220DB000053,33,301,993,53.360014,-6.262791,0.1609756097560975,0.2058823529411764,0.2788542544229149,3
8220DB000053,33,301,993,53.360014,-6.262791,0.1609756097560975,0.2058823529411764,0.2788542544229149,3
8220DB000054,40,340,1077,53.360222,-6.265908,0.1951219512195122,0.2325581395348837,0.3024431339511373,3
8220DB000054,40,340,1077,53.360222,-6.265908,0.1951219512195122,0.2325581395348837,0.3024431339511373,3
8220DB000055,45,375,1152,53.360412,-6.26847,0.2195121951219512,0.2564979480164158,0.3235046335299073,3
8220DB000055,45,375,1152,53.360412,-6.26847,0.2195121951219512,0.2564979480164158,0.3235046335299073,3
8220DB000056,63,481,1399,53.36076,-6.276374,0.3073170731707317,0.3290013679890561,0.3928671721426565,0
8220DB000056,63,481,1399,53.36076,-6.276374,0.3073170731707317,0.3290013679890561,0.3928671721426565,0
8220DB000057,43,344,1360,53.36076,-6.2766,0.2097560975609756,0.2352941176470588,0.3819151923616961,3
8220DB000057,43,344,1360,53.36076,-6.2766,0.2097560975609756,0.2352941176470588,0.3819151923616961,3
8220DB000058,45,361,1451,53.360946,-6.281204,0.2195121951219512,0.246922024623803,0.4074698118506037,3
8220DB000058,45,361,1451,53.360946,-6.281204,0.2195121951219512,0.246922024623803,0.4074698118506037,3
8220DB000059,31,225,1173,53.361018,-6.284943,0.1512195121951219,0.1538987688098495,0.3294018534119629,3
8220DB000059,31,225,1173,53.361018,-6.284943,0.1512195121951219,0.1538987688098495,0.3294018534119629,3
8220DB000060,34,285,1302,53.361279,-6.289364,0.1658536585365853,0.194938440492476,0.3656276326874473,3
8220DB000060,34,285,1302,53.361279,-6.289364,0.1658536585365853,0.194938440492476,0.3656276326874473,3
8220DB000063,32,406,1753,53.366792,-6.29275,0.1560975609756097,0.2777017783857729,0.492277450154451,0
8220DB000063,32,406,1753,53.366792,-6.29275,0.1560975609756097,0.2777017783857729,0.492277450154451,0
8220DB000064,33,438,1835,53.367089,-6.295233,0.1609756097560975,0.2995896032831737,0.5153046896939062,0
8220DB000064,33,438,1835,53.367089,-6.295233,0.1609756097560975,0.2995896032831737,0.5153046896939062,0
8220DB000065,35,488,1924,53.367255,-6.298051,0.1707317073170731,0.3337893296853625,0.5402976691940466,0
8220DB000065,35,488,1924,53.367255,-6.298051,0.1707317073170731,0.3337893296853625,0.5402976691940466,0
8220DB000066,37,537,2026,53.367275,-6.30074,0.1804878048780487,0.3673050615595075,0.5689413086211739,0
8220DB000066,37,537,2026,53.367275,-6.30074,0.1804878048780487,0.3673050615595075,0.5689413086211739,0
8220DB000068,16,129,1005,53.369078,-6.304245,0.0780487804878048,0.088235294117647,0.2822240943555181,3
8220DB000068,16,129,1005,53.369078,-6.304245,0.0780487804878048,0.088235294117647,0.2822240943555181,3
8220DB000069,16,153,1151,53.37137,-6.30327,0.0780487804878048,0.1046511627906976,0.3232238135355237,3
8220DB000069,16,153,1151,53.37137,-6.30327,0.0780487804878048,0.1046511627906976,0.3232238135355237,3
8220DB000071,60,400,1331,53.370258,-6.304439,0.2926829268292683,0.2735978112175102,0.3737714125245717,0
8220DB000071,60,400,1331,53.370258,-6.304439,0.2926829268292683,0.2735978112175102,0.3737714125245717,0
8220DB000072,65,426,1374,53.36897,-6.304265,0.3170731707317073,0.2913816689466484,0.3858466722830665,0
8220DB000072,65,426,1374,53.36897,-6.304265,0.3170731707317073,0.2913816689466484,0.3858466722830665,0
8220DB000073,12,142,1115,53.367392,-6.300721,0.0585365853658536,0.0971272229822161,0.3131142937377141,3
8220DB000073,12,142,1115,53.367392,-6.300721,0.0585365853658536,0.0971272229822161,0.3131142937377141,3
8220DB000074,14,175,1286,53.3672,-6.295499,0.0682926829268292,0.1196990424076607,0.3611345127773097,3
8220DB000074,14,175,1286,53.3672,-6.295499,0.0682926829268292,0.1196990424076607,0.3611345127773097,3
8220DB000075,22,286,1733,53.366547,-6.291317,0.1073170731707317,0.1956224350205198,0.4866610502667789,0
8220DB000075,22,286,1733,53.366547,-6.291317,0.1073170731707317,0.1956224350205198,0.4866610502667789,0
8220DB000077,25,372,2003,53.361309,-6.289574,0.1219512195121951,0.2544459644322845,0.562482448750351,0
8220DB000077,25,372,2003,53.361309,-6.289574,0.1219512195121951,0.2544459644322845,0.562482448750351,0
8220DB000078,34,451,2225,53.361149,-6.284066,0.1658536585365853,0.3084815321477428,0.6248244875035103,0
8220DB000078,34,451,2225,53.361149,-6.284066,0.1658536585365853,0.3084815321477428,0.6248244875035103,0
8220DB000079,35,514,2362,53.361021,-6.280796,0.1707317073170731,0.3515731874145006,0.6632968267340634,0
8220DB000079,35,514,2362,53.361021,-6.280796,0.1707317073170731,0.3515731874145006,0.6632968267340634,0
8220DB000080,51,613,2560,53.360863,-6.276054,0.248780487804878,0.4192886456908344,0.7188991856220163,2
8220DB000080,51,613,2560,53.360863,-6.276054,0.248780487804878,0.4192886456908344,0.7188991856220163,2
8220DB000081,69,758,2815,53.360876,-6.271967,0.3365853658536585,0.518467852257182,0.7905082841898343,2
8220DB000081,69,758,2815,53.360876,-6.271967,0.3365853658536585,0.518467852257182,0.7905082841898343,2
8220DB000082,78,790,2840,53.360798,-6.271549,0.3804878048780488,0.5403556771545828,0.7975287840494243,2
8220DB000082,78,790,2840,53.360798,-6.271549,0.3804878048780488,0.5403556771545828,0.7975287840494243,2
8220DB000083,56,760,2705,53.36029,-6.26529,0.2731707317073171,0.5198358413132695,0.7596180848076383,2
8220DB000083,56,760,2705,53.36029,-6.26529,0.2731707317073171,0.5198358413132695,0.7596180848076383,2
8220DB000084,66,848,2829,53.360163,-6.263702,0.3219512195121951,0.5800273597811217,0.7944397641112048,2
8220DB000084,66,848,2829,53.360163,-6.263702,0.3219512195121951,0.5800273597811217,0.7944397641112048,2
8220DB000085,94,639,1540,53.373958,-6.251913,0.4585365853658537,0.4370725034199726,0.4324627913507441,0
8220DB000085,94,639,1540,53.373958,-6.251913,0.4585365853658537,0.4370725034199726,0.4324627913507441,0
8220DB000086,76,591,1454,53.3760502204589,-6.25116639066169,0.3707317073170731,0.4042407660738714,0.4083122718337545,0
8220DB000086,76,591,1454,53.3760502204589,-6.25116639066169,0.3707317073170731,0.4042407660738714,0.4083122718337545,0
8220DB000087,31,267,1421,53.3767517255719,-6.2548802899246,0.1512195121951219,0.1826265389876881,0.3990452120190957,3
8220DB000087,31,267,1421,53.3767517255719,-6.2548802899246,0.1512195121951219,0.1826265389876881,0.3990452120190957,3
8220DB000088,30,287,1464,53.3772872552991,-6.2576992286456,0.1463414634146341,0.1963064295485636,0.4111204717775906,3
8220DB000088,30,287,1464,53.3772872552991,-6.2576992286456,0.1463414634146341,0.1963064295485636,0.4111204717775906,3
