stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,operator
8220DB000297,297,Eden Quay,,53.3481432679358,-6.25677012601713,,,,,dublin_bus
8220DB000298,298,Eden Quay,,53.348201,-6.256392,,,,,dublin_bus
8220DB000299,299,Eden Quay,,53.348242,-6.256135,,,,,dublin_bus
8220DB000300,300,Eden Quay,,53.348299,-6.255757,,,,,dublin_bus
8220DB000301,301,Eden Quay,,53.347988,-6.256626,,,,,dublin_bus
8220DB000302,302,Eden Quay,,53.348038,-6.256339,,,,,dublin_bus
8220DB000303,303,Eden Quay,,53.34806,-6.255992,,,,,dublin_bus
8220DB000307,307,O'Donovan Road,,53.334577,-6.280087,,,,,dublin_bus
8220DB000308,308,Oscar Square,,53.336771,-6.279534,,,,,dublin_bus
8220DB000309,309,Ardee Street,,53.33784,-6.27895,,,,,dublin_bus
8220DB000312,312,Wellington Quay,,53.3454764728264,-6.2662061554843,,,,,dublin_bus
8220DB000315,315,Bachelors Walk,,53.347028,-6.261667,,,,,dublin_bus
8220DB000316,316,Bachelors Walk,,53.346893,-6.262228,,,,,dublin_bus
8220DB000317,317,Westmoreland Street,,53.3465259444496,-6.25926936624482,,,,,dublin_bus
8220DB000319,319,Westmoreland Street,,53.34622,-6.25929,,,,,dublin_bus
8220DB000320,320,Westmoreland Street,,53.3456456323889,-6.25930523253448,,,,,dublin_bus
8220DB000322,322,Gulliver's Retail Park,,53.4042549924644,-6.26535084532186,,,,,dublin_bus
8220DB000325,325,Aston Quay,,53.3466970502533,-6.2599082595371,,,,,dublin_bus
8220DB000328,328,Aston Quay,,53.346333,-6.26144,,,,,dublin_bus
8220DB000329,329,Aston Quay,,53.346274,-6.261683,,,,,dublin_bus
8220DB000330,330,Crampton Quay,,53.34613,-6.262334,,,,,dublin_bus
8220DB000333,333,D'Olier Street,,53.346692,-6.258346,,,,,dublin_bus
8220DB000334,334,D'Olier Street,,53.346581,-6.258126,,,,,dublin_bus
8220DB000335,335,D'Olier Street,,53.346361,-6.257849,,,,,dublin_bus
8220DB000336,336,D'Olier Street,,53.346252,-6.257719,,,,,dublin_bus
8220DB000339,339,Burgh Quay,,53.3472557290559,-6.2569265033488,,,,,dublin_bus
8220DB000340,340,Townsend Street,,53.345975,-6.256017,,,,,dublin_bus
8220DB000341,341,South Townsend Street,,53.345945,-6.256424,,,,,dublin_bus
8220DB000345,345,Pearse Street Garda Station,,53.345476,-6.256293,,,,,dublin_bus
8220DB000350,350,Lombard Street East,,53.345632,-6.249768,,,,,dublin_bus
8220DB000351,351,Erne Street,,53.3434182647907,-6.24530817378361,,,,,dublin_bus
8220DB000352,352,Pearse Square,,53.342989,-6.242412,,,,,dublin_bus
8220DB000353,353,Grand Canal Quay,,53.342645,-6.239798,,,,,dublin_bus
8220DB000354,354,Ringsend Road,,53.3422358280174,-6.2364356898267,,,,,dublin_bus
8220DB000355,355,Ringsend Depot,,53.341817,-6.233059,,,,,dublin_bus
8220DB000356,356,Ringsend Village,,53.341903,-6.226717,,,,,dublin_bus
8220DB000357,357,Irishtown Road,,53.339171,-6.223122,,,,,dublin_bus
8220DB000358,358,Sean Moore Road,,53.339027,-6.21709,,,,,dublin_bus
8220DB000369,369,Sean Moore Road,,53.340791,-6.212528,,,,,dublin_bus
8220DB000371,371,Irishtown Road,,53.338613,-6.223055,,,,,dublin_bus
8220DB000372,372,Star of the Sea,,53.3354881469499,-6.21965567144901,,,,,dublin_bus
8220DB000373,373,Farney Park,,53.3342753312713,-6.21788927259654,,,,,dublin_bus
8220DB000374,374,Sandymount,,53.3332284399006,-6.21640134211922,,,,,dublin_bus
8220DB000375,375,Dromard Terrace,,53.3340611346518,-6.2143845130625,,,,,dublin_bus
